Date,CustomerID,Region,Product,Quantity,Revenue,Cost,Profit,Feedback
2025-04-29,1155,South,Product C,10,2586.52,1396.49,1190.03,The delivery was late and support was not helpful.
2025-04-29,1058,West,Product B,5,409.48,246.79,162.69,"Terrible experience, product was damaged."
2025-04-30,1922,North,Product E,4,242.45,113.26,129.19,"Great value for money, will buy again."
2025-04-30,1389,North,Product E,14,906.25,426.49,479.76,Loved it! Exceeded my expectations.
2025-04-30,1607,Central,Product C,5,1103.81,641.1,462.71,"Terrible experience, product was damaged."
2025-05-01,2294,North,Product E,6,442.48,234.75,207.73,"Not worth the price, quite disappointed."
2025-05-02,1945,East,Product C,9,1661.5,940.71,720.79,Loved it! Exceeded my expectations.
2025-05-02,2424,West,Product D,4,588.6,295.46,293.14,"Customer support resolved my issue quickly, thank you."
2025-05-02,1021,North,Product A,14,1682.41,927.11,755.3,The delivery was late and support was not helpful.
2025-05-02,1904,Central,Product B,6,481.5,291.56,189.94,"Excellent service, very satisfied with the product quality."
2025-05-03,1585,North,Product A,6,842.09,477.81,364.28,Loved it! Exceeded my expectations.
2025-05-03,1884,West,Product C,10,2263.1,1267.99,995.11,"Great value for money, will buy again."
2025-05-03,1830,Central,Product C,5,1014.98,459.89,555.09,Good quality but shipping took too long.
2025-05-03,1000,Central,Product D,5,688.6,430.38,258.22,Loved it! Exceeded my expectations.
2025-05-04,1166,West,Product C,8,1877.73,1229.03,648.7,"Terrible experience, product was damaged."
2025-05-04,1232,South,Product E,9,546.47,377.84,168.63,Loved it! Exceeded my expectations.
2025-05-05,1492,South,Product C,1,190.12,94.86,95.26,Loved it! Exceeded my expectations.
2025-05-05,2352,South,Product A,9,1151.03,673.67,477.36,"Great value for money, will buy again."
2025-05-05,2485,North,Product E,8,560.44,388.42,172.02,The delivery was late and support was not helpful.
2025-05-05,1527,South,Product D,3,417.07,218.12,198.95,"Average experience, nothing special."
2025-05-06,1946,North,Product D,6,1106.02,668.52,437.5,"Great value for money, will buy again."
2025-05-06,1238,East,Product C,12,2560.44,1625.5,934.94,"Terrible experience, product was damaged."
2025-05-07,1896,North,Product C,2,453.79,244.39,209.4,"Average experience, nothing special."
2025-05-08,1244,North,Product A,11,1494.92,833.12,661.8,"Great value for money, will buy again."
2025-05-08,1926,West,Product C,12,2379.95,1118.07,1261.88,The delivery was late and support was not helpful.
2025-05-08,1261,South,Product C,6,1146.48,538.79,607.69,"Average experience, nothing special."
2025-05-08,1622,North,Product B,7,539.0,363.21,175.79,"Customer support resolved my issue quickly, thank you."
2025-05-09,2223,North,Product B,1,73.77,42.6,31.17,The delivery was late and support was not helpful.
2025-05-10,1835,West,Product A,1,132.2,81.77,50.43,Loved it! Exceeded my expectations.
2025-05-10,1113,East,Product E,5,289.6,166.21,123.39,Loved it! Exceeded my expectations.
2025-05-10,2271,Central,Product C,4,925.97,470.26,455.71,"Not worth the price, quite disappointed."
2025-05-11,1174,North,Product E,2,140.23,71.02,69.21,"Average experience, nothing special."
2025-05-11,1384,Central,Product D,8,1193.46,622.08,571.38,Loved it! Exceeded my expectations.
2025-05-11,2422,South,Product A,1,125.29,76.15,49.14,Loved it! Exceeded my expectations.
2025-05-12,2433,South,Product C,3,633.61,376.03,257.58,"Great value for money, will buy again."
2025-05-12,2066,Central,Product E,9,538.55,304.54,234.01,"Not worth the price, quite disappointed."
2025-05-13,1223,West,Product B,7,542.06,375.26,166.8,"Not worth the price, quite disappointed."
2025-05-13,1863,East,Product C,13,2437.26,1668.84,768.42,The delivery was late and support was not helpful.
2025-05-13,1937,West,Product B,13,1160.99,676.04,484.95,"Customer support resolved my issue quickly, thank you."
2025-05-14,2299,North,Product E,13,796.8,375.4,421.4,"Customer support resolved my issue quickly, thank you."
2025-05-14,1550,North,Product C,5,1030.36,642.49,387.87,The delivery was late and support was not helpful.
2025-05-15,1528,East,Product B,7,607.63,420.22,187.41,Loved it! Exceeded my expectations.
2025-05-15,1341,West,Product D,5,755.82,346.88,408.94,"Customer support resolved my issue quickly, thank you."
2025-05-15,1183,West,Product C,7,1600.98,1032.05,568.93,"Fantastic product, highly recommend to others."
2025-05-15,2082,East,Product A,4,568.03,356.35,211.68,The delivery was late and support was not helpful.
2025-05-16,1958,West,Product C,7,1551.12,1048.29,502.83,The delivery was late and support was not helpful.
2025-05-16,1072,South,Product C,8,1636.06,756.37,879.69,"Great value for money, will buy again."
2025-05-16,2187,East,Product C,1,201.38,118.21,83.17,"Terrible experience, product was damaged."
2025-05-16,2262,West,Product E,2,113.31,54.46,58.85,Good quality but shipping took too long.
2025-05-16,1480,North,Product B,5,464.32,264.65,199.67,"Fantastic product, highly recommend to others."
2025-05-17,1121,Central,Product B,13,1180.46,676.15,504.31,"Average experience, nothing special."
2025-05-17,2204,South,Product B,4,304.16,161.55,142.61,"Terrible experience, product was damaged."
2025-05-18,1471,East,Product E,1,72.26,33.96,38.3,"Not worth the price, quite disappointed."
2025-05-18,1136,North,Product E,13,860.14,582.26,277.88,"Fantastic product, highly recommend to others."
2025-05-19,1669,North,Product D,10,1651.19,1102.55,548.64,"Not worth the price, quite disappointed."
2025-05-20,1881,Central,Product A,1,123.55,55.89,67.66,The delivery was late and support was not helpful.
2025-05-20,2045,West,Product B,12,968.37,600.52,367.85,"Not worth the price, quite disappointed."
2025-05-20,2461,North,Product B,3,262.85,167.38,95.47,Loved it! Exceeded my expectations.
2025-05-20,2326,West,Product E,3,220.19,132.74,87.45,"Average experience, nothing special."
2025-05-21,1042,West,Product A,8,981.06,477.68,503.38,"Great value for money, will buy again."
2025-05-21,1458,North,Product E,9,609.46,275.73,333.73,"Customer support resolved my issue quickly, thank you."
2025-05-21,2064,North,Product A,8,1035.06,658.26,376.8,"Not worth the price, quite disappointed."
2025-05-21,1714,North,Product C,8,1891.34,978.69,912.65,"Excellent service, very satisfied with the product quality."
2025-05-22,1673,West,Product C,9,2081.79,1299.74,782.05,"Terrible experience, product was damaged."
2025-05-22,2152,South,Product B,9,681.39,422.41,258.98,"Terrible experience, product was damaged."
2025-05-22,2466,Central,Product A,4,465.26,229.09,236.17,"Customer support resolved my issue quickly, thank you."
2025-05-22,1283,North,Product B,13,1195.33,768.72,426.61,"Not worth the price, quite disappointed."
2025-05-22,1520,North,Product D,7,1225.8,629.03,596.77,"Great value for money, will buy again."
2025-05-23,1584,West,Product C,13,2566.2,1214.58,1351.62,The delivery was late and support was not helpful.
2025-05-23,1941,North,Product A,12,1724.61,1018.3,706.31,Good quality but shipping took too long.
2025-05-24,1382,South,Product B,13,973.64,536.72,436.92,"Not worth the price, quite disappointed."
2025-05-25,2152,North,Product D,5,763.04,399.07,363.97,"Fantastic product, highly recommend to others."
2025-05-25,1541,Central,Product C,2,478.4,270.48,207.92,"Excellent service, very satisfied with the product quality."
2025-05-25,1287,Central,Product A,13,1828.28,990.99,837.29,Loved it! Exceeded my expectations.
2025-05-26,2448,South,Product B,6,451.62,210.24,241.38,"Great value for money, will buy again."
2025-05-26,1313,West,Product E,2,110.74,62.48,48.26,The delivery was late and support was not helpful.
2025-05-26,1456,Central,Product B,5,415.53,269.54,145.99,The delivery was late and support was not helpful.
2025-05-26,1801,East,Product B,1,93.06,63.44,29.62,"Customer support resolved my issue quickly, thank you."
2025-05-27,2118,South,Product C,4,812.15,524.44,287.71,"Fantastic product, highly recommend to others."
2025-05-28,1139,North,Product D,8,1479.58,979.49,500.09,"Excellent service, very satisfied with the product quality."
2025-05-28,1470,West,Product D,1,176.73,79.9,96.83,"Great value for money, will buy again."
2025-05-28,2209,South,Product B,8,622.51,309.22,313.29,The delivery was late and support was not helpful.
2025-05-30,1857,East,Product D,2,291.4,147.63,143.77,"Fantastic product, highly recommend to others."
2025-05-30,1645,South,Product E,14,1009.75,489.64,520.11,Good quality but shipping took too long.
2025-05-30,1383,Central,Product B,12,925.47,492.18,433.29,Good quality but shipping took too long.
2025-05-30,2034,West,Product E,4,222.01,140.74,81.27,"Average experience, nothing special."
2025-05-30,1020,North,Product D,2,324.83,152.41,172.42,"Average experience, nothing special."
2025-05-30,1727,South,Product D,11,2023.11,1141.95,881.16,"Great value for money, will buy again."
2025-05-30,1347,East,Product C,14,2939.88,1952.34,987.54,"Average experience, nothing special."
2025-05-30,1561,South,Product A,13,1662.74,754.68,908.06,"Terrible experience, product was damaged."
2025-06-01,1464,South,Product C,6,1312.11,777.61,534.5,The delivery was late and support was not helpful.
2025-06-01,1334,Central,Product E,7,450.71,288.21,162.5,"Great value for money, will buy again."
2025-06-01,2232,South,Product E,11,689.87,417.69,272.18,The delivery was late and support was not helpful.
2025-06-01,1164,North,Product E,14,846.23,488.06,358.17,"Great value for money, will buy again."
2025-06-01,2234,East,Product E,11,682.46,461.95,220.51,"Great value for money, will buy again."
2025-06-01,2384,North,Product B,10,695.99,421.3,274.69,"Average experience, nothing special."
2025-06-02,1726,West,Product D,13,1746.23,1139.36,606.87,"Fantastic product, highly recommend to others."
2025-06-02,2331,West,Product E,1,57.33,27.72,29.61,Good quality but shipping took too long.
2025-06-02,2133,North,Product C,13,2903.98,1694.11,1209.87,"Average experience, nothing special."
2025-06-02,2157,North,Product E,8,474.79,251.53,223.26,"Customer support resolved my issue quickly, thank you."
2025-06-02,1369,Central,Product B,1,75.4,48.1,27.3,"Great value for money, will buy again."
2025-06-03,1931,West,Product A,10,1246.11,852.48,393.63,"Customer support resolved my issue quickly, thank you."
2025-06-03,2392,East,Product B,11,846.82,496.77,350.05,"Excellent service, very satisfied with the product quality."
2025-06-04,1916,Central,Product C,2,368.5,167.51,200.99,The delivery was late and support was not helpful.
2025-06-04,1311,West,Product B,14,1037.76,605.75,432.01,"Average experience, nothing special."
2025-06-04,2360,North,Product B,14,1220.78,666.13,554.65,"Terrible experience, product was damaged."
2025-06-04,2051,East,Product B,4,289.91,133.08,156.83,"Terrible experience, product was damaged."
2025-06-05,1120,East,Product C,3,687.09,408.34,278.75,"Fantastic product, highly recommend to others."
2025-06-05,1725,East,Product E,7,443.94,279.1,164.84,The delivery was late and support was not helpful.
2025-06-05,1459,North,Product D,10,1435.45,783.58,651.87,"Average experience, nothing special."
2025-06-06,2465,North,Product C,7,1397.4,866.48,530.92,"Terrible experience, product was damaged."
2025-06-06,2387,North,Product D,9,1479.37,771.29,708.08,The delivery was late and support was not helpful.
2025-06-06,2200,West,Product D,11,1663.21,1156.68,506.53,"Not worth the price, quite disappointed."
2025-06-07,2140,East,Product D,11,1726.42,1109.93,616.49,The delivery was late and support was not helpful.
2025-06-07,1471,West,Product B,6,504.77,263.04,241.73,"Terrible experience, product was damaged."
2025-06-07,1249,Central,Product B,13,998.01,556.49,441.52,Good quality but shipping took too long.
2025-06-09,1257,East,Product C,8,1446.09,738.87,707.22,"Customer support resolved my issue quickly, thank you."
2025-06-09,1112,Central,Product A,2,248.13,172.24,75.89,"Excellent service, very satisfied with the product quality."
2025-06-09,1567,West,Product B,7,512.92,309.56,203.36,"Excellent service, very satisfied with the product quality."
2025-06-09,2471,East,Product E,7,389.43,245.31,144.12,"Not worth the price, quite disappointed."
2025-06-10,2454,East,Product E,8,460.49,261.5,198.99,"Customer support resolved my issue quickly, thank you."
2025-06-10,1158,West,Product D,5,758.51,361.36,397.15,Good quality but shipping took too long.
2025-06-10,1047,South,Product A,5,669.35,385.8,283.55,"Great value for money, will buy again."
2025-06-10,1057,Central,Product E,14,944.9,629.72,315.18,"Fantastic product, highly recommend to others."
2025-06-10,1271,West,Product A,2,231.13,129.52,101.61,"Not worth the price, quite disappointed."
2025-06-11,1721,North,Product A,10,1277.79,863.47,414.32,"Average experience, nothing special."
2025-06-11,2137,South,Product D,2,296.65,205.18,91.47,"Customer support resolved my issue quickly, thank you."
2025-06-12,2214,East,Product C,12,2427.11,1421.1,1006.01,"Customer support resolved my issue quickly, thank you."
2025-06-13,2140,West,Product E,1,55.5,33.49,22.01,"Average experience, nothing special."
2025-06-13,2260,West,Product C,12,2578.38,1324.53,1253.85,"Customer support resolved my issue quickly, thank you."
2025-06-13,1713,West,Product B,7,584.89,316.42,268.47,The delivery was late and support was not helpful.
2025-06-14,2432,North,Product A,12,1561.38,891.09,670.29,"Excellent service, very satisfied with the product quality."
2025-06-14,1849,Central,Product A,10,1138.38,577.1,561.28,"Average experience, nothing special."
2025-06-14,2124,North,Product B,8,700.15,332.26,367.89,The delivery was late and support was not helpful.
2025-06-15,1946,East,Product A,7,840.19,380.9,459.29,"Excellent service, very satisfied with the product quality."
2025-06-15,1924,West,Product C,3,671.68,399.26,272.42,"Great value for money, will buy again."
2025-06-16,1857,East,Product B,4,277.57,144.09,133.48,"Fantastic product, highly recommend to others."
2025-06-16,1531,North,Product D,8,1289.74,778.2,511.54,"Average experience, nothing special."
2025-06-16,1220,South,Product A,6,670.97,339.84,331.13,The delivery was late and support was not helpful.
2025-06-17,1463,North,Product E,10,554.49,354.36,200.13,"Average experience, nothing special."
2025-06-17,2462,Central,Product A,10,1100.91,558.73,542.18,"Terrible experience, product was damaged."
2025-06-17,2371,West,Product A,1,128.55,85.34,43.21,"Great value for money, will buy again."
2025-06-17,1570,Central,Product B,4,303.24,137.68,165.56,"Customer support resolved my issue quickly, thank you."
2025-06-17,2212,South,Product D,7,1087.13,517.69,569.44,"Fantastic product, highly recommend to others."
2025-06-18,1548,West,Product A,4,531.18,329.69,201.49,"Fantastic product, highly recommend to others."
2025-06-18,1304,East,Product B,13,1025.98,523.26,502.72,"Not worth the price, quite disappointed."
2025-06-18,1793,South,Product A,8,908.52,549.41,359.11,"Terrible experience, product was damaged."
2025-06-18,2167,North,Product C,9,1568.78,947.68,621.1,"Customer support resolved my issue quickly, thank you."
2025-06-18,1272,North,Product B,1,81.01,54.72,26.29,"Terrible experience, product was damaged."
2025-06-19,1320,North,Product C,4,881.16,474.91,406.25,The delivery was late and support was not helpful.
2025-06-20,1320,East,Product B,1,80.29,53.2,27.09,Loved it! Exceeded my expectations.
2025-06-20,1592,West,Product A,1,131.66,71.29,60.37,The delivery was late and support was not helpful.
2025-06-21,1680,Central,Product C,7,1519.16,928.32,590.84,Loved it! Exceeded my expectations.
2025-06-21,1110,West,Product E,2,123.45,73.07,50.38,"Fantastic product, highly recommend to others."
2025-06-21,2047,West,Product D,8,1251.84,837.08,414.76,"Customer support resolved my issue quickly, thank you."
2025-06-21,2089,East,Product E,3,176.4,88.77,87.63,"Average experience, nothing special."
2025-06-22,1592,North,Product C,9,1720.7,908.26,812.44,Good quality but shipping took too long.
2025-06-23,2287,North,Product D,7,1075.87,615.81,460.06,Good quality but shipping took too long.
2025-06-23,2356,North,Product C,6,1098.21,561.05,537.16,"Terrible experience, product was damaged."
2025-06-24,2083,South,Product A,8,899.01,433.27,465.74,Good quality but shipping took too long.
2025-06-24,1761,East,Product B,2,166.25,89.71,76.54,Loved it! Exceeded my expectations.
2025-06-24,1780,Central,Product E,9,558.39,376.97,181.42,Good quality but shipping took too long.
2025-06-24,2113,West,Product A,1,124.58,62.2,62.38,Good quality but shipping took too long.
2025-06-25,1699,North,Product C,1,189.57,118.81,70.76,"Great value for money, will buy again."
2025-06-25,1620,West,Product D,3,410.67,270.89,139.78,"Not worth the price, quite disappointed."
2025-06-27,2449,East,Product C,13,2311.55,1302.08,1009.47,Good quality but shipping took too long.
2025-06-27,2135,North,Product A,4,476.51,237.36,239.15,"Not worth the price, quite disappointed."
2025-06-27,1843,South,Product D,4,617.31,302.18,315.13,Loved it! Exceeded my expectations.
2025-06-27,1098,South,Product C,5,961.98,581.55,380.43,"Not worth the price, quite disappointed."
2025-06-28,1941,West,Product D,4,666.17,419.22,246.95,"Average experience, nothing special."
2025-06-28,2045,West,Product E,11,757.3,410.79,346.51,Good quality but shipping took too long.
2025-06-28,1375,South,Product B,7,544.39,279.23,265.16,"Customer support resolved my issue quickly, thank you."
2025-06-29,1972,South,Product D,5,737.24,354.44,382.8,"Fantastic product, highly recommend to others."
2025-06-29,1365,North,Product B,1,90.27,48.25,42.02,"Customer support resolved my issue quickly, thank you."
2025-06-29,1110,South,Product A,11,1472.55,798.67,673.88,Loved it! Exceeded my expectations.
2025-06-29,1383,South,Product E,8,454.61,297.89,156.72,Good quality but shipping took too long.
2025-06-29,2370,Central,Product E,14,937.8,527.79,410.01,"Customer support resolved my issue quickly, thank you."
2025-06-30,2160,Central,Product A,7,848.95,494.4,354.55,The delivery was late and support was not helpful.
2025-06-30,2450,West,Product D,11,1837.77,1079.33,758.44,"Fantastic product, highly recommend to others."
2025-07-01,2162,Central,Product D,4,599.21,278.34,320.87,"Average experience, nothing special."
2025-07-01,2188,South,Product C,1,205.45,135.02,70.43,"Fantastic product, highly recommend to others."
2025-07-01,1051,West,Product C,10,1696.92,1128.79,568.13,"Great value for money, will buy again."
2025-07-02,2112,East,Product B,5,380.63,259.17,121.46,"Average experience, nothing special."
2025-07-02,2490,East,Product B,5,407.19,255.3,151.89,"Fantastic product, highly recommend to others."
2025-07-02,1605,North,Product B,11,760.37,470.26,290.11,"Not worth the price, quite disappointed."
2025-07-02,2490,North,Product E,5,294.32,147.19,147.13,"Excellent service, very satisfied with the product quality."
2025-07-03,1154,West,Product B,1,84.67,48.11,36.56,"Excellent service, very satisfied with the product quality."
2025-07-03,1078,South,Product B,7,543.25,274.51,268.74,The delivery was late and support was not helpful.
2025-07-03,1297,South,Product A,7,790.95,538.0,252.95,"Average experience, nothing special."
2025-07-04,2136,South,Product A,2,189.87,105.06,84.81,Good quality but shipping took too long.
2025-07-04,2086,Central,Product D,12,1722.84,1048.55,674.29,"Customer support resolved my issue quickly, thank you."
2025-07-05,1617,North,Product D,11,1492.5,907.97,584.53,"Average experience, nothing special."
2025-07-05,1446,West,Product E,2,98.01,48.56,49.45,"Not worth the price, quite disappointed."
2025-07-05,1919,West,Product C,10,1847.98,1246.59,601.39,"Not worth the price, quite disappointed."
2025-07-06,2135,West,Product E,5,274.12,150.93,123.19,Loved it! Exceeded my expectations.
2025-07-06,1060,Central,Product C,5,786.95,427.47,359.48,"Customer support resolved my issue quickly, thank you."
2025-07-06,2170,North,Product A,14,1463.45,888.56,574.89,The delivery was late and support was not helpful.
2025-07-07,1634,South,Product C,8,1506.76,829.38,677.38,"Customer support resolved my issue quickly, thank you."
2025-07-07,1525,North,Product C,6,1129.41,664.79,464.62,Loved it! Exceeded my expectations.
2025-07-07,1770,West,Product D,8,1226.7,643.66,583.04,"Average experience, nothing special."
2025-07-07,1448,North,Product E,6,332.01,184.96,147.05,"Excellent service, very satisfied with the product quality."
2025-07-08,1924,East,Product B,10,750.15,371.53,378.62,"Fantastic product, highly recommend to others."
2025-07-08,1945,Central,Product C,3,523.1,282.33,240.77,"Excellent service, very satisfied with the product quality."
2025-07-09,2229,West,Product B,13,844.6,560.85,283.75,"Terrible experience, product was damaged."
2025-07-09,1799,East,Product D,4,631.58,330.73,300.85,"Terrible experience, product was damaged."
2025-07-09,1497,North,Product E,3,142.76,74.24,68.52,"Average experience, nothing special."
2025-07-09,2095,Central,Product E,3,150.49,79.09,71.4,"Average experience, nothing special."
2025-07-09,2457,West,Product A,10,1227.33,585.71,641.62,"Average experience, nothing special."
2025-07-09,2086,West,Product D,13,2045.76,1296.79,748.97,"Not worth the price, quite disappointed."
2025-07-09,1517,South,Product A,7,693.16,320.69,372.47,"Terrible experience, product was damaged."
2025-07-10,1456,North,Product E,13,633.31,385.37,247.94,"Average experience, nothing special."
2025-07-10,1649,East,Product B,12,806.57,387.44,419.13,"Great value for money, will buy again."
2025-07-11,1454,Central,Product E,10,557.77,312.93,244.84,"Great value for money, will buy again."
2025-07-11,1327,South,Product E,5,281.29,151.47,129.82,Loved it! Exceeded my expectations.
2025-07-12,1542,South,Product E,12,682.21,318.67,363.54,"Not worth the price, quite disappointed."
2025-07-12,2338,East,Product C,6,1067.24,552.2,515.04,"Excellent service, very satisfied with the product quality."
2025-07-13,1260,East,Product C,11,2084.76,1018.49,1066.27,"Average experience, nothing special."
2025-07-13,1165,East,Product B,1,80.99,55.35,25.64,"Not worth the price, quite disappointed."
2025-07-14,1005,South,Product C,2,366.73,179.46,187.27,Loved it! Exceeded my expectations.
2025-07-14,2062,North,Product E,4,209.69,128.02,81.67,"Excellent service, very satisfied with the product quality."
2025-07-14,1182,Central,Product B,4,307.64,174.98,132.66,"Customer support resolved my issue quickly, thank you."
2025-07-15,1506,South,Product B,13,1016.99,495.12,521.87,"Terrible experience, product was damaged."
2025-07-16,1214,East,Product B,6,444.68,267.21,177.47,"Fantastic product, highly recommend to others."
2025-07-16,1011,South,Product D,7,1016.06,654.64,361.42,"Great value for money, will buy again."
2025-07-17,1145,East,Product E,5,271.48,154.18,117.3,Loved it! Exceeded my expectations.
2025-07-17,2475,West,Product A,1,110.51,76.23,34.28,"Excellent service, very satisfied with the product quality."
2025-07-17,1265,South,Product C,1,167.53,108.72,58.81,"Customer support resolved my issue quickly, thank you."
2025-07-17,1918,East,Product E,5,246.85,155.16,91.69,Loved it! Exceeded my expectations.
2025-07-17,2062,North,Product A,1,107.19,55.4,51.79,"Terrible experience, product was damaged."
2025-07-17,1302,East,Product E,5,251.61,145.59,106.02,Good quality but shipping took too long.
2025-07-18,1750,North,Product C,1,204.55,133.95,70.6,"Not worth the price, quite disappointed."
2025-07-18,1178,South,Product C,12,1963.0,966.78,996.22,"Great value for money, will buy again."
2025-07-18,1031,Central,Product C,14,2638.69,1498.72,1139.97,"Great value for money, will buy again."
2025-07-18,1323,Central,Product D,9,1163.24,670.91,492.33,"Not worth the price, quite disappointed."
2025-07-19,1587,North,Product A,13,1512.09,1027.49,484.6,"Customer support resolved my issue quickly, thank you."
2025-07-19,2111,East,Product A,4,387.27,177.31,209.96,Loved it! Exceeded my expectations.
2025-07-19,2436,East,Product D,8,953.63,485.97,467.66,"Great value for money, will buy again."
2025-07-20,1165,Central,Product B,7,508.3,267.14,241.16,"Customer support resolved my issue quickly, thank you."
2025-07-20,1358,North,Product A,4,456.38,221.73,234.65,"Customer support resolved my issue quickly, thank you."
2025-07-21,1851,West,Product D,1,148.48,76.88,71.6,"Customer support resolved my issue quickly, thank you."
2025-07-22,1918,North,Product D,9,1204.01,653.53,550.48,Good quality but shipping took too long.
2025-07-22,1802,West,Product A,10,1007.4,475.36,532.04,"Excellent service, very satisfied with the product quality."
2025-07-22,1824,West,Product E,1,63.45,43.91,19.54,"Customer support resolved my issue quickly, thank you."
2025-07-22,1782,North,Product D,8,1130.15,551.43,578.72,The delivery was late and support was not helpful.
2025-07-22,1748,West,Product B,13,1003.63,692.26,311.37,"Great value for money, will buy again."
2025-07-23,1362,East,Product E,12,578.91,271.69,307.22,"Not worth the price, quite disappointed."
2025-07-23,1911,North,Product A,10,965.64,461.67,503.97,"Customer support resolved my issue quickly, thank you."
2025-07-24,1851,South,Product A,7,854.18,582.6,271.58,"Average experience, nothing special."
2025-07-24,2181,Central,Product B,7,550.15,267.87,282.28,Loved it! Exceeded my expectations.
2025-07-24,1572,Central,Product A,3,379.72,242.61,137.11,"Average experience, nothing special."
2025-07-24,2375,North,Product A,12,1152.27,542.26,610.01,"Not worth the price, quite disappointed."
2025-07-24,1938,Central,Product C,4,800.36,426.25,374.11,"Not worth the price, quite disappointed."
2025-07-24,2252,North,Product A,2,236.38,127.33,109.05,Loved it! Exceeded my expectations.
2025-07-24,1767,East,Product C,1,190.53,109.27,81.26,"Excellent service, very satisfied with the product quality."
2025-07-24,1034,Central,Product C,11,2205.72,1112.49,1093.23,"Terrible experience, product was damaged."
2025-07-24,1788,Central,Product C,14,2344.57,1345.92,998.65,"Excellent service, very satisfied with the product quality."
2025-07-25,1650,West,Product C,5,956.38,568.03,388.35,"Great value for money, will buy again."
2025-07-25,2081,East,Product D,4,584.16,404.2,179.96,"Terrible experience, product was damaged."
2025-07-25,1051,West,Product C,8,1412.24,852.78,559.46,"Average experience, nothing special."
2025-07-27,2491,North,Product A,11,1228.13,817.16,410.97,"Terrible experience, product was damaged."
2025-07-27,1387,West,Product E,6,317.54,193.04,124.5,"Customer support resolved my issue quickly, thank you."
2025-07-27,2088,West,Product A,9,898.34,515.15,383.19,"Great value for money, will buy again."
2025-07-28,1873,South,Product E,4,243.85,152.83,91.02,"Not worth the price, quite disappointed."
2025-07-28,1911,West,Product D,9,1091.32,535.5,555.82,"Fantastic product, highly recommend to others."
2025-07-28,1606,North,Product B,2,168.13,80.3,87.83,The delivery was late and support was not helpful.
2025-07-28,1414,South,Product A,7,698.73,421.34,277.39,"Customer support resolved my issue quickly, thank you."
2025-07-28,1950,North,Product B,14,1095.12,534.43,560.69,"Great value for money, will buy again."
2025-07-29,1537,East,Product E,1,52.23,28.11,24.12,"Terrible experience, product was damaged."
2025-07-29,2050,East,Product E,9,500.4,346.82,153.58,"Terrible experience, product was damaged."
2025-07-30,2468,Central,Product C,7,1314.79,678.33,636.46,"Not worth the price, quite disappointed."
2025-07-30,1746,South,Product B,6,470.56,309.56,161.0,"Customer support resolved my issue quickly, thank you."
2025-07-30,1415,North,Product C,3,620.4,367.07,253.33,"Terrible experience, product was damaged."
2025-07-30,1687,South,Product C,4,824.64,387.27,437.37,"Excellent service, very satisfied with the product quality."
2025-07-31,1147,Central,Product D,12,1591.03,777.65,813.38,Loved it! Exceeded my expectations.
2025-07-31,1731,North,Product E,8,420.63,266.3,154.33,"Customer support resolved my issue quickly, thank you."
2025-07-31,1242,North,Product C,4,706.28,373.81,332.47,Loved it! Exceeded my expectations.
2025-07-31,2384,Central,Product E,14,784.83,409.89,374.94,"Average experience, nothing special."
2025-07-31,1063,West,Product D,6,842.08,416.55,425.53,"Terrible experience, product was damaged."
2025-08-01,2067,East,Product E,2,116.58,73.56,43.02,"Customer support resolved my issue quickly, thank you."
2025-08-01,1975,West,Product D,2,298.17,134.5,163.67,"Customer support resolved my issue quickly, thank you."
2025-08-01,1100,West,Product B,5,306.27,190.73,115.54,"Excellent service, very satisfied with the product quality."
2025-08-01,1075,North,Product B,3,207.3,108.31,98.99,The delivery was late and support was not helpful.
2025-08-02,2475,Central,Product A,1,120.0,82.75,37.25,"Not worth the price, quite disappointed."
2025-08-03,2224,South,Product A,2,184.97,124.39,60.58,"Great value for money, will buy again."
2025-08-03,2092,West,Product E,8,451.32,204.12,247.2,Loved it! Exceeded my expectations.
2025-08-03,2228,North,Product B,13,988.16,681.98,306.18,"Average experience, nothing special."
2025-08-04,1489,West,Product D,12,1551.06,1077.87,473.19,"Not worth the price, quite disappointed."
2025-08-04,1531,East,Product B,1,69.68,46.75,22.93,"Fantastic product, highly recommend to others."
2025-08-04,2378,South,Product D,2,261.8,166.67,95.13,Good quality but shipping took too long.
2025-08-04,2231,West,Product D,10,1146.07,639.44,506.63,"Fantastic product, highly recommend to others."
2025-08-04,2189,Central,Product D,7,984.3,527.82,456.48,Good quality but shipping took too long.
2025-08-04,1235,South,Product D,2,269.68,132.32,137.36,"Not worth the price, quite disappointed."
2025-08-05,1648,South,Product B,12,923.78,464.56,459.22,"Great value for money, will buy again."
2025-08-05,1015,Central,Product C,10,1608.2,935.75,672.45,"Not worth the price, quite disappointed."
2025-08-05,1479,East,Product A,14,1584.11,743.29,840.82,"Not worth the price, quite disappointed."
2025-08-05,2311,West,Product A,7,719.34,462.76,256.58,"Fantastic product, highly recommend to others."
2025-08-06,1075,East,Product D,4,571.32,346.0,225.32,"Customer support resolved my issue quickly, thank you."
2025-08-06,2150,North,Product E,6,300.44,138.64,161.8,Loved it! Exceeded my expectations.
2025-08-08,1498,West,Product D,7,966.35,477.53,488.82,"Excellent service, very satisfied with the product quality."
2025-08-08,1507,West,Product E,10,507.21,266.48,240.73,Good quality but shipping took too long.
2025-08-08,1330,East,Product E,5,238.15,124.52,113.63,"Not worth the price, quite disappointed."
